,HvC.beta,RvC.beta,HvR.beta,HvC.pval,RvC.pval,HvR.pval,HvC.FDR,RvC.FDR,HvR.FDR,HvC.FWER,RvC.FWER,HvR.FWER
ENSG00000011376,0.60236271240459,0.14339277680424,-0.0877288287416841,0.00197684399843198,0.442571135903006,0.551423469336202,0.0180901798379637,0.517546800681484,0.489804465307787,1,1,1
ENSG00000011405,-0.151941850475881,-0.11686239090215,-0.00531640503620712,0.308816979760887,0.6051629325724,0.977779323844419,0.340425269678771,0.590198218900589,0.612811796615027,1,1,1
ENSG00000011454,0.0430310883728331,0.00807307401173403,-0.0383783365109342,0.796947024529035,0.972361465390701,0.867193031752443,0.535634377245013,0.69781470345469,0.583642632292645,1,1,1
ENSG00000011478,-0.430687322184186,-0.194584083962446,0.0926975835394999,0.0678629099715909,0.398758364981902,0.701296595731212,0.140039038948589,0.48838600254739,0.540554250811743,1,1,1
ENSG00000011485,0.223479314870832,0.62598617264906,0.244966326804482,0.181026842670183,0.00689008240989888,0.0964538149441669,0.250541939798967,0.0436733907707242,0.188800534031884,1,1,1
ENSG00000012232,0.0438579500571661,0.28904991226969,0.112413533080747,0.893084560541198,0.416014754691618,0.748400974594962,0.566911685750008,0.499214353723772,0.549416596169515,1,1,1
ENSG00000012660,-0.0320480455036122,0.0722546214889166,0.129676026300374,0.867658983034561,0.722875704033348,0.534713981195944,0.560559095889874,0.632539334161617,0.483894472670882,1,1,1
ENSG00000013275,0.0443482781697551,-0.0275031638632517,-0.0889785998778612,0.707898405901033,0.842674142504517,0.478823841729125,0.509013969054339,0.668128103424238,0.457229284630497,1,1,1
ENSG00000013364,0.117940880055731,0.00673651734259455,0.0053720037877425,0.55257238922701,0.970573130402813,0.971747274430868,0.452942622436748,0.69781470345469,0.611179449074856,1,1,1
ENSG00000013374,0.657777610067171,-0.363856801127322,-0.796780797157592,0.00479579825571002,0.139266759147177,0.00059273377672749,0.0302657107929468,0.279882116929133,0.00661075182104208,1,1,1
ENSG00000013375,-0.469020319783658,0.228367477840123,0.542189876614888,0.102079828595423,0.325591807630722,0.0292399726061807,0.17949685260958,0.446787751074468,0.0903387666542889,1,1,1
ENSG00000013503,0.021632291202342,1.20860162568971,1.18453436792805,0.950579449817257,0.000706026364032535,0.000243923903423139,0.581841839850456,0.00982149174964761,0.00348681240266656,1,1,0.801533946648436
ENSG00000014123,0.0983585428138435,-0.175304693654343,-0.313158011829144,0.540998320076631,0.357383790072875,0.0680029007297171,0.447974668645277,0.464515497205211,0.15135443989407,1,1,1
ENSG00000014138,0.376046782842209,0.217104602317003,-0.264241886252745,0.128211458896185,0.303123147995811,0.12405207446864,0.204264961265414,0.430246016204836,0.22137956871977,1,1,1
ENSG00000014216,0.114145895781659,0.0738687162259301,0.0396526011624405,0.488986388728354,0.670225662867835,0.753989203611841,0.427410957522505,0.610446662729068,0.551325691287638,1,1,1
ENSG00000014641,0.455452496405522,0.0115355677359149,-0.00118136380910346,0.00403875401178239,0.933844426418978,0.992431660373717,0.027537836757377,0.687304356819934,0.615740748854518,1,1,1
ENSG00000014919,-0.449823026756497,-0.263673284961806,0.0505530203366802,0.0957707235976817,0.273615061142569,0.780550209609372,0.172605233564806,0.403047210103287,0.560964475632832,1,1,1
ENSG00000015133,-0.182239748055187,-0.551556122126114,-0.092119997018209,0.213047005754808,0.0137110064695692,0.611467856617123,0.27332559282555,0.067785181516176,0.50971844421552,1,1,1
ENSG00000015475,0.176699893873102,-1.00019646419348,-0.905056762853027,0.488062207287927,0.0136082384756137,0.0204183045753684,0.427031128306205,0.0675618221962882,0.0720799369929567,1,1,1
ENSG00000015479,0.637227070636488,-0.970619297081431,-1.14729262080048,0.00177791827165743,0.0120641291512375,0.00741544662746865,0.0170790695518243,0.0632305135875332,0.0358385630488494,1,1,1
ENSG00000015676,-0.129179373185832,0.150491398186897,0.450606040824843,0.326025838171046,0.309010941502639,0.00739791840624427,0.351448670763658,0.435456858915312,0.0358385630488494,1,1,1
ENSG00000018510,0.270360823088743,0.112079538018023,-0.223931864256077,0.191698447240591,0.621739974818943,0.314866194376746,0.257447096136003,0.595954261708897,0.37686399919066,1,1,1
ENSG00000018699,-0.104685566651871,0.466396825664231,0.27165349517966,0.62489503632931,0.0210838741345432,0.185895029544463,0.480249697863568,0.0880788730533358,0.28096636338836,1,1,1
ENSG00000019582,0.0427173947779294,-0.175091885177343,-0.212804194892672,0.71251225897153,0.217172137247052,0.115446383233444,0.510449369688531,0.362253845082629,0.21149647650073,1,1,1
ENSG00000020129,0.251012305337034,0.401067151262349,0.182776145675368,0.139026095188757,0.0556915498642477,0.355381537368862,0.215166290030433,0.162033622487182,0.399944740608149,1,1,1
ENSG00000020633,-0.564315054996771,0.353951556705841,0.354933275900826,0.0315546493038655,0.154718728811015,0.0915445842506883,0.0910259276865544,0.298012446347552,0.183617770306391,1,1,1
ENSG00000020922,0.510388295218523,-0.105675063834406,-0.218850704587477,0.0984279213257745,0.727264256527212,0.244311200986845,0.175608932680043,0.633981645214872,0.329041940200092,1,1,1
ENSG00000021355,-0.166876467440164,-0.651210339168748,-0.46002862663089,0.598831701275135,0.0975821316785718,0.0577443936733896,0.471060521206259,0.22748345807105,0.137139964329453,1,1,1
ENSG00000021776,-0.0925971061249592,0.457091279754416,0.465913157363554,0.550439309186262,0.0214258663850402,0.0220675123168191,0.451902813135672,0.0891556684060663,0.0745317761424684,1,1,1
ENSG00000023191,-0.303546821984005,-0.187685766889962,0.073651968099424,0.246161614638044,0.461192332845305,0.646586462705238,0.298526396974438,0.528763500837553,0.523730789512549,1,1,1
ENSG00000023228,0.0471303684499262,0.0417534407905473,0.043191830172109,0.759490613542571,0.80477568937682,0.786867205089186,0.525139562392835,0.660020040184169,0.562599448322366,1,1,1
ENSG00000023318,0.158849814910753,0.0554038789667214,-0.00663567385274922,0.25839044004208,0.711753610644801,0.963174015825392,0.305989397190038,0.628944519264845,0.608939722370138,1,1,1
ENSG00000023697,-0.157084176130772,-0.880994858120942,0.0377619244675635,0.414243103553449,0.000978343955336266,0.866006013800831,0.396331153531714,0.0124960040652965,0.583230497102212,1,1,1
ENSG00000023734,0.100573187280436,-0.575416441766528,-0.708390183405607,0.543860299140841,0.00458953911516225,0.0021685049133982,0.44920007695613,0.0349802700994527,0.0156089563965256,1,1,1
ENSG00000023892,0.0923823781613363,0.371092805287759,0.260358814889867,0.55244030288797,0.0646149580082102,0.118805344484283,0.452942622436748,0.177468191592938,0.215318090875416,1,1,1
ENSG00000023909,-0.544792752469654,0.62054481992786,1.29884355329234,0.157333893488368,0.0049238723236303,0.0115260854961444,0.232432477171553,0.0363955096463655,0.0480627147564504,1,1,1
ENSG00000024048,0.0972420306498737,0.0267229635581627,-0.0651823245257496,0.581633640467005,0.907806135124854,0.772309778019155,0.465608269587677,0.684464636676327,0.557713596481043,1,1,1
ENSG00000025708,-0.00483972070910699,-0.0391832844289636,-0.249396980514921,0.985488919875899,0.919715138528987,0.352672663888164,0.589912473027791,0.685023928432725,0.399258410925094,1,1,1
ENSG00000025796,0.208401931265558,0.855838312970853,0.701380708006723,0.140809776954612,0.00039672806168335,0.000626886688693595,0.21672282220144,0.00638461509291158,0.0069156624966042,1,1,1
ENSG00000025800,0.105750074924343,-0.410975156137397,-0.483609044129731,0.418610568208446,0.0284730377054223,0.00797677711199354,0.397234366273217,0.108266309516575,0.0376549059114719,1,1,1
ENSG00000026025,0.37341116520312,-0.518827631527214,-0.974920280050956,0.648432743490222,0.475298747821105,0.00841910659611071,0.488406391217479,0.531853823180685,0.0387516308178121,1,1,1
ENSG00000026103,0.30777082238337,-0.150894185419067,-0.419898827355957,0.188135900420121,0.626231496245199,0.0414293313013927,0.255485165448291,0.595954261708897,0.111828538263595,1,1,1
ENSG00000026297,0.60114388287911,-0.34634906871708,-1.35240500107229,0.124517725882014,0.349220644795837,0.000442920512524817,0.200429717240607,0.460042234460027,0.00554974903655068,1,1,1
ENSG00000026508,-0.459247193704725,-0.195804029169688,0.502967977219049,0.100269139633992,0.333645978147763,0.0714460625742995,0.177903369600618,0.449312079222538,0.155940138745014,1,1,1
ENSG00000027001,0.731232033459158,0.968779757098859,0.130855809213564,0.0352922697454601,0.0196723488654508,0.670353668273019,0.0961216036331067,0.0853026446549559,0.530177500546658,1,1,1
ENSG00000028116,0.201789471375323,-0.0145210521307795,-0.17992953725964,0.338960607113718,0.953460334159023,0.406232369349253,0.358761331553366,0.692593726161367,0.424607699931265,1,1,1
ENSG00000028528,-0.188669109350294,0.123435983239033,0.180447201552314,0.14208287747402,0.420022030056117,0.224789001439459,0.218165701464017,0.502140583864587,0.311543731159634,1,1,1
ENSG00000029363,0.824073533459593,0.393634213971107,-0.115324045181748,0.000298545360863188,0.059372460646131,0.453488560312999,0.00606439590498184,0.168958428837076,0.449468177501078,0.981020055796435,1,1
ENSG00000029725,0.0676518933253993,-0.0742917664919956,-0.0529537861296284,0.641743126385092,0.695446727759011,0.766331200335819,0.485470798339948,0.620591877192439,0.556143168185366,1,1,1
ENSG00000029993,1.11318832339416,0.526825717060581,0.0109411324017927,0.0158834949790439,0.207615636878057,0.965868731225626,0.0592121627751617,0.353188464947735,0.610006972855562,1,1,1
ENSG00000030066,-0.143683780541024,-0.3753160493568,-0.344381947105875,0.367788202083229,0.14591243572532,0.138020713602683,0.372752754787189,0.287236874718577,0.235626959442675,1,1,1
ENSG00000031698,-0.175730249826482,0.371055023358282,0.535517770894321,0.176982255609937,0.0173998438967128,0.00141010783710548,0.247174620176258,0.0782731734296166,0.0114951738670323,1,1,1
ENSG00000031823,-0.221397986021887,0.0980519595477326,0.12329212026779,0.117405190659541,0.518866180216889,0.427174864467202,0.193694939059631,0.555759599238642,0.433983053967675,1,1,1
ENSG00000032389,-0.19795450224599,-0.1111962506926,0.123881634524781,0.272722375616822,0.575118080400394,0.525823107417339,0.313550132334417,0.578884307152013,0.479056840729111,1,1,1
ENSG00000032444,-0.0321925191960287,0.276528417522568,0.340349998035051,0.864493160047271,0.177659849078412,0.0758944849412116,0.558967735516353,0.324356913889477,0.161882674125489,1,1,1
ENSG00000033030,0.0534772235391396,-0.369464591701193,-0.0539247687413177,0.780178315872485,0.269538285340873,0.821849403857506,0.532134653224933,0.40025647618158,0.572407131039115,1,1,1
ENSG00000033050,0.0999710029205391,-0.237730618751537,-0.34437584617364,0.695969120405907,0.400344644111762,0.140129193730478,0.504744311409363,0.489292736167572,0.237938882961482,1,1,1
ENSG00000033178,0.0876825844314769,-0.086765777449929,-0.0174768021338783,0.594444943582136,0.62403448866246,0.890186526063418,0.469693914891627,0.595954261708897,0.58877741823651,1,1,1
ENSG00000033867,-0.0935207824319553,0.0801394495408292,0.0768742649114468,0.651652333801874,0.6684763347302,0.63304732966365,0.489507915274354,0.610089334815258,0.518608936347737,1,1,1
ENSG00000034063,0.527864516876375,0.331221567453057,0.165911097700164,0.0779424046237392,0.319107430320283,0.407654713275859,0.152297127025512,0.443146454799536,0.424877410929454,1,1,1
ENSG00000034152,0.18577875829964,0.524782579957618,0.277110133480014,0.349867123249881,0.017808827634193,0.1267984222059,0.364456534689809,0.0789314692869321,0.224831236343371,1,1,1
ENSG00000034713,0.142348256866589,0.0602750589219051,-0.0213082632407942,0.341257967250565,0.696425843823696,0.872109700462645,0.359715807417274,0.620945155702678,0.584659756258499,1,1,1
ENSG00000035141,0.465028735489072,-3.79619829505046,-4.91101142695771,0.156514726432215,0.00627274081444386,0.000450440968397802,0.231587684923039,0.0418228118328678,0.00558190935348717,1,1,1
ENSG00000035403,0.0849555549916313,0.683342360212625,0.725511392219329,0.88422613392561,0.242103533338359,0.0322285089380185,0.565342921857451,0.382999494114909,0.0949475049031369,1,1,1
ENSG00000035681,0.676339229469817,-0.169028935922668,-0.654310574704869,0.0374500077016621,0.706835091227275,0.077491645039356,0.0994026628321435,0.627389029421202,0.164707765009266,1,1,1
ENSG00000035687,-0.130260243823174,0.179354608337054,0.357155409091487,0.503334488166434,0.366254242782893,0.028275297777689,0.433348137661855,0.469711821851102,0.0878934620472733,1,1,1
ENSG00000035720,1.7791542673039,1.2548819627518,-0.50819403013422,0.00256418302669918,0.0238472059667546,0.0502635133904655,0.021187780737379,0.0965195887679792,0.1250331719063,1,1,1
ENSG00000035928,0.505044276620605,-0.150066950969197,-0.638921383855957,0.0286460156804114,0.540392790422567,0.00296376568615981,0.0870116990536244,0.565622315790714,0.0190026557355022,1,1,1
ENSG00000036257,0.538651998232939,-0.0286762571340422,-0.207683782040137,0.00206461199521753,0.878900286833647,0.266138217627325,0.0183841173362276,0.679644853964817,0.3440884990471,1,1,1
ENSG00000037241,-4.30739181600866,0.219351950376384,3.91080485798649,9.62508838782603e-07,0.37288413354922,0.000213770637301118,0.000111353402075662,0.472872470971769,0.00316730619370567,0.00316280404423963,1,0.702450314171475
ENSG00000037474,0.239842405131152,-0.138076653717986,-0.486287197008274,0.120458427151317,0.431772785792043,0.00947020630953901,0.197573021840555,0.50914516307047,0.0421557832469105,1,1,1
ENSG00000037757,0.06621566246617,0.430599217489303,0.461179512052849,0.733114235076088,0.0547474518291357,0.020569315779688,0.518541283283399,0.160130030457095,0.0723650902755643,1,1,1
ENSG00000037897,-0.147140270316463,0.0520154508471346,0.980326825420512,0.669549004323252,0.883215085576178,0.00200756517165588,0.496827308890073,0.680438638024011,0.0148183389370314,1,1,1
ENSG00000038002,0.297198390200479,1.07473465145962,0.514119573295812,0.442079416377434,0.0121287419234826,0.168630560291286,0.406067986387147,0.0632305135875332,0.264523689748693,1,1,1
ENSG00000038274,0.134747399223138,-0.478715190246677,-0.250121482314967,0.382486685754956,0.0704887263733899,0.186604748544291,0.381614049174328,0.18875187771798,0.281619661384485,1,1,1
ENSG00000038358,0.0868931979945462,0.0868209127426024,0.0642051007637782,0.486988645990461,0.551706897955322,0.619876256013113,0.426620900154298,0.569126251809825,0.513329345534565,1,1,1
ENSG00000039123,0.220289034833207,0.602982257651652,0.191750680301516,0.170086954672452,0.00581500733749836,0.271070811038944,0.242969750899912,0.0396858721070442,0.348910168933156,1,1,1
ENSG00000039523,-0.960431559057023,-1.11737893618322,-0.256595002473316,0.0132844414757549,0.00534944093190885,0.33120722641265,0.0527072535450631,0.0375821295178174,0.386156720883486,1,1,1
ENSG00000039650,-0.50662550055398,0.229964959412884,0.282218988707931,0.0164692728888474,0.272860073699303,0.224778164870101,0.0606321517359231,0.403047210103287,0.311543731159634,1,1,1
ENSG00000041357,0.407864305523542,0.147045740127466,-0.106115078126673,0.0103128286432904,0.446431437211042,0.49885089875668,0.0467412154126195,0.519545693237513,0.466227330799426,1,1,1
ENSG00000042429,-0.227553988597868,0.553508959764463,0.835355367480615,0.255917129154252,0.0312824758694925,0.00289955801390719,0.304610450640394,0.115614457223667,0.0187441054839859,1,1,1
ENSG00000042753,0.0363794261311318,-0.535808286345672,-0.527371564311758,0.78707873709457,0.00516018621510612,0.00416742871144127,0.533119989784393,0.0371916718619096,0.0242384764327902,1,1,1
ENSG00000043093,2.76957572210885,2.1876076365408,0.0235601521609756,0.0111419365402806,0.0421144656425171,0.967860830899184,0.0478578605125247,0.137620584031219,0.610695076600544,1,1,1
ENSG00000044446,0.191145800750934,1.04121104039536,0.123089349848172,0.362500172027495,0.00218776868224779,0.60997603938455,0.369779208051162,0.0212671749492182,0.509172440379607,1,1,1
ENSG00000044574,-0.152381960736047,0.198988827638417,0.0632892987214163,0.431558334129005,0.312432524028181,0.662105532166389,0.401744081039285,0.436497001321405,0.528498089465377,1,1,1
ENSG00000047230,0.145976155180853,-0.524132631783874,-0.702911632451512,0.450922531295943,0.0937805305708299,0.0303705080350578,0.409560763273942,0.222388949091113,0.0913792066583967,1,1,1
ENSG00000047249,0.110222509007728,0.0333491096650864,-0.0493130621052279,0.468669484283262,0.845035739172465,0.746526930839415,0.417703208393228,0.668854450618292,0.549264834438287,1,1,1
ENSG00000047315,0.112097226131645,0.039975780723001,0.00914016748374435,0.374521071854399,0.785952956289655,0.945749037829439,0.376657743602628,0.654519712447737,0.604552676217565,1,1,1
ENSG00000047410,0.166310466993765,0.425780207157392,0.179777950997972,0.225429294204216,0.0210241567782036,0.304538723631868,0.283248152752822,0.0880788730533358,0.370883604897284,1,1,1
