,HvC.beta,RvC.beta,HvR.beta,HvC.pval,RvC.pval,HvR.pval,HvC.FDR,RvC.FDR,HvR.FDR,HvC.FWER,RvC.FWER,HvR.FWER
ENSG00000004059,-0.201362268601225,0.00932211904029462,-0.210684387641519,0.435168660586023,0.969854657202462,0.405557540698951,0.305361166811728,0.651718970104541,0.283431230343808,1,1,1
ENSG00000004142,-0.259566397202259,0.152405772814698,-0.411972170016957,0.193054174164848,0.433823041632489,0.041534110714873,0.190054088454975,0.462870728737995,0.0655444897306204,1,1,1
ENSG00000004455,-0.599292070006244,0.343318479185831,-0.942610549192075,0.00223043157113737,0.0613347001706387,9.75068651078575e-06,0.0139791141024819,0.180365236465443,0.000241101512086835,1,1,0.032040755874442
ENSG00000004468,-0.622275087335812,-2.28584075642758,1.66356566909177,0.481685505818923,0.00967326366318447,0.0600271574420028,0.323103884315731,0.0632137260670103,0.0820973887056147,1,1,1
ENSG00000004478,0.331556912927003,-0.645058340667008,0.976615253594011,0.239101930218793,0.0254612149937049,0.00128334968597936,0.21598598023591,0.110732888711036,0.00635734447062613,1,1,1
ENSG00000004487,0.19454655226439,-0.16670292990158,0.36124948216597,0.380749869010401,0.447129091524178,0.107139822095977,0.281840056859362,0.468698941057927,0.12155859543523,1,1,1
ENSG00000004534,0.885314322780648,0.853831461113343,0.0314828616673051,0.00557680481860231,0.0105905673028939,0.918598018845308,0.0240132278910025,0.0664264704329679,0.453988221323259,1,1,1
ENSG00000004700,1.46754357407924,0.379639004525851,1.08790456955339,3.30822186589501e-06,0.153242027224472,0.000213682336531688,0.000366623944476686,0.287685587850742,0.00206751199332366,0.010870817051331,1,0.702160157843126
ENSG00000004766,0.321678921394344,0.176910264862838,0.144768656531506,0.259667762422861,0.516069927955849,0.60215775218567,0.225574921320864,0.502314941378183,0.359811086196318,1,1,1
ENSG00000004779,-0.36194655746818,0.0135916589022761,-0.375538216370457,0.131344792183969,0.95496451830973,0.122041054608354,0.150171404832053,0.649273550518432,0.13165702834863,1,1,1
ENSG00000004864,-0.256955452092508,-0.440967964368286,0.184012512275778,0.55271540940821,0.355285043549665,0.685694449825235,0.347401356904425,0.428115807406343,0.38865863107439,1,1,1
ENSG00000004897,0.224471630574127,0.075584391727811,0.148887238846316,0.257848976757406,0.691333148090518,0.443323864320966,0.224371815803034,0.567016363351777,0.297544042680773,1,1,1
ENSG00000005007,0.588030405510908,0.192805184925104,0.395225220585804,0.0217604964975495,0.428667620909339,0.112384542285113,0.0532607034764922,0.460312128748853,0.124744786836378,1,1,1
ENSG00000005022,-0.069721814453348,0.145799167015759,-0.215520981469107,0.790676818784066,0.570669849061521,0.408951438459408,0.420514598082012,0.524171263834073,0.284421936042924,1,1,1
ENSG00000005100,0.9900668991317,0.37529423692616,0.614772662205539,0.00663546451830349,0.286830918072954,0.0830532628214063,0.0263124935897712,0.386152611841241,0.102407272432067,1,1,1
ENSG00000005156,0.46222498765604,-0.240470459395128,0.702695447051168,0.133920510239266,0.416037054420578,0.024087358886393,0.152330531889275,0.45600003263128,0.0457036953270011,1,1,1
ENSG00000005175,0.300146296997122,0.147313086955982,0.15283321004114,0.341739478206756,0.638209827168836,0.626059681303937,0.263476583193031,0.548964534195135,0.368419712683037,1,1,1
ENSG00000005436,-0.0846077941590094,-0.659042036950328,0.574434242791319,0.738656604103708,0.0107013524410429,0.0268431226338725,0.406682823227078,0.0669279070059427,0.04884999914667,1,1,1
ENSG00000005810,0.655426520643036,-0.285167059211507,0.940593579854543,0.049201402510652,0.38231961134696,0.00633789346579297,0.0851157650171125,0.440595051241638,0.0186283485319907,1,1,1
ENSG00000005844,1.14694899186849,1.6718873893718,-0.524938397503318,0.0873802597007147,0.0137619666486568,0.421688470900695,0.118807855457397,0.0777763087550934,0.289172871021292,1,1,1
ENSG00000005893,0.339980974025516,-0.369104211329581,0.709085185355097,0.30096280931549,0.264057976501268,0.0362870983791692,0.243963655537463,0.370191451458148,0.059377318857509,1,1,1
ENSG00000006114,0.131169240533867,0.0256336360362187,0.105535604497648,0.596408844181332,0.917286402122644,0.669601910640398,0.363303317425322,0.6425370062127,0.383348203269947,1,1,1
ENSG00000006125,0.247287134675002,0.812899616375356,-0.565612481700354,0.588119220665663,0.0368579360324815,0.185730228251189,0.360630613075638,0.133984553088226,0.172938600904202,1,1,1
ENSG00000006451,0.275447687929941,-0.523460071545956,0.798907759475897,0.321320884361361,0.072277297983889,0.00718618912540367,0.254860921486627,0.19755110226056,0.0202431829958812,1,1,1
ENSG00000006530,0.91566119453953,0.190981537689581,0.724679656849949,0.00720666667897888,0.567584571511021,0.0329565774554702,0.0273575696747659,0.523207296576616,0.056231104744586,1,1,1
ENSG00000006712,-0.171349754959402,-0.294729576814361,0.12337982185496,0.539481606109454,0.279689831483284,0.653382112743412,0.342896534463889,0.381508790144972,0.378373097715471,1,1,1
ENSG00000006715,0.384505239293894,-0.153556043665012,0.538061282958906,0.142744514034125,0.564515890411748,0.0468190641881936,0.158418715829911,0.521968300382125,0.0706769926261051,1,1,1
ENSG00000006744,0.0792032131427931,0.66073817482821,-0.581534961685417,0.759004954841032,0.0164364740538627,0.0315710960619238,0.411749244889291,0.0848162880365888,0.0547060373432008,1,1,1
ENSG00000007080,-0.0337218542765465,-0.322220252293022,0.288498398016475,0.907818582543493,0.257004945328985,0.317718942996026,0.448356020430686,0.366217950627078,0.242972638436412,1,1,1
ENSG00000007168,-0.281399244333671,0.512917043409072,-0.794316287742743,0.47546434360025,0.178851907159928,0.0457588610277811,0.321221435528584,0.31425103615288,0.0699529947343115,1,1,1
ENSG00000007392,-0.177297997402869,0.658231528535421,-0.83552952593829,0.707992255495335,0.139722844802445,0.0745628173267988,0.39655458130113,0.274693986223243,0.0950742105942674,1,1,1
ENSG00000007923,0.712345407263677,0.505227700081867,0.20711770718181,0.00745710273797128,0.047952650546474,0.407995524001735,0.0278789403906305,0.158637855088546,0.284242418055457,1,1,1
ENSG00000008018,0.216776118310439,-0.000826710607105633,0.217602828917545,0.18619660868023,0.995920242880047,0.184662433651507,0.186137674256871,0.658542843046157,0.17266680278258,1,1,1
ENSG00000008294,0.54803070846898,0.0790715713492438,0.468959137119736,0.065328666749345,0.772297912623952,0.103097345934144,0.101256742348185,0.600513915579226,0.118264120111295,1,1,1
ENSG00000008838,0.132045728427244,0.562183888493157,-0.430138160065913,0.586590625099532,0.0298037935112417,0.0873370170847711,0.360008107799332,0.11991475345465,0.105794399056467,1,1,1
ENSG00000008869,-0.0981078595341644,0.375965534255651,-0.474073393789815,0.719105674376805,0.150717287427469,0.0813393911412682,0.400609966611055,0.285414808723178,0.100642282277641,1,1,1
ENSG00000008952,-0.252402024959561,-0.358075538171743,0.105673513212182,0.361164868100835,0.215960488283465,0.706477753657444,0.272153230580519,0.344614417971327,0.395309181572415,1,1,1
ENSG00000009307,0.388467094207982,-0.269813224534642,0.658280318742624,0.0786730970624874,0.215627428523611,0.00431198828606073,0.111880842978952,0.344336133180905,0.0143564686589511,1,1,1
ENSG00000009335,-0.13188441052809,-0.2757565842514,0.14387217372331,0.564244173917013,0.237090584411671,0.531770001968977,0.351719478357761,0.355094522230633,0.332548808816346,1,1,1
ENSG00000009844,0.307712023799956,0.0311157422470014,0.276596281552955,0.0717841547043868,0.852265432291361,0.10453695485974,0.10596931040668,0.621520610704669,0.119388024044245,1,1,1
ENSG00000009954,0.611870595693957,0.0218408861397468,0.59002970955421,0.0645500607860746,0.945518234281781,0.0732462403869203,0.100446453774086,0.648472836687878,0.0943765998493503,1,1,1
ENSG00000010017,0.21998617096152,-0.211694621119499,0.431680792081019,0.51360250272962,0.496691129666185,0.188625118453954,0.334146797522977,0.493353582937527,0.174895215790882,1,1,1
ENSG00000010165,0.105523765584896,0.357582340417584,-0.252058574832688,0.730980878704975,0.276461971401429,0.428064131801412,0.404529899627228,0.379011630272223,0.291700989759656,1,1,1
ENSG00000010244,-0.16236268548435,0.275828680791506,-0.438191366275855,0.500797209542018,0.252736232098748,0.0747143297156935,0.329640066736105,0.362952471622692,0.0951662019790124,1,1,1
ENSG00000010256,-0.0361071234108637,0.183607513474869,-0.219714636885733,0.84183501007063,0.31053332697129,0.228357247090054,0.432059013267249,0.401379854543301,0.198866923230075,1,1,1
ENSG00000010292,1.16633209782895,0.407141349486691,0.759190748342257,0.00124774753730927,0.22173360416019,0.0271635403338961,0.0106796239420301,0.346190685075476,0.0491460378579476,1,1,1
ENSG00000010671,-0.222577101639936,-0.0684892949306238,-0.154087806709313,0.450437775083074,0.817031687686522,0.601915718361128,0.313108492960653,0.613110371790378,0.359804476971107,1,1,1
ENSG00000011007,1.19158205625296,-0.170661831680925,1.36224388793388,0.000955062122652034,0.603332627016977,0.000222937757686582,0.00960463759392657,0.535520375330519,0.00213052454023262,1,1,0.732573471758109
ENSG00000011009,-0.357755210134874,0.556043588498645,-0.913798798633518,0.147920147651622,0.0165706203515754,0.000419810268867379,0.161961471880047,0.084840998436185,0.00315913069362232,1,1,1
ENSG00000011243,-0.185320351018815,-0.256994712049677,0.0716743610308619,0.438701161048301,0.277913322555932,0.761874145582812,0.307151938961031,0.380041033780145,0.409396942858196,1,1,1
ENSG00000011304,0.454630564559055,-0.0603231020652056,0.51495366662426,0.086731824791993,0.812208597876613,0.0517236649032127,0.118351087423016,0.612517889481245,0.0748133110216565,1,1,1
ENSG00000011376,0.682992319786728,0.471359816901377,0.211632502885351,0.00872923182611475,0.060732856320221,0.390356046303853,0.0305033326419565,0.179811632235584,0.277159377382011,1,1,1
ENSG00000011405,0.176217847320534,-0.293624867218519,0.469842714539054,0.555685174999449,0.31622283949806,0.117941580630038,0.348589967063308,0.405592566075355,0.128931005351543,1,1,1
ENSG00000011454,0.597566422254061,0.0201818936975525,0.577384528556509,0.0451070770698898,0.943859738934858,0.0516940347272096,0.0809063878074635,0.648472836687878,0.0748133110216565,1,1,1
ENSG00000011478,-0.340443525341587,-0.0667766543484307,-0.273666870993156,0.230306321692229,0.810005391910643,0.330514393053291,0.211058639587744,0.61249608520219,0.248129022845689,1,1,1
ENSG00000011485,-0.0806520772532912,0.116357017006901,-0.197009094260192,0.671649192248224,0.533458875905389,0.299379416484481,0.385901852717167,0.506433901748088,0.235401457979285,1,1,1
ENSG00000012232,0.263210073127827,-0.204994801298475,0.468204874426301,0.52515402333508,0.594334881614617,0.246150591349049,0.339068277305688,0.531008846194751,0.208508826415794,1,1,1
ENSG00000012660,0.180004688184248,-0.170665842289988,0.350670530474236,0.56778337278713,0.580478152686446,0.264698815388818,0.352939423648083,0.528159638346186,0.218340196266504,1,1,1
ENSG00000013275,0.00132723988869503,0.157563794033523,-0.156236554144828,0.994345382566412,0.402472094575512,0.406614007592184,0.470887698181651,0.450692210800656,0.283660524976551,1,1,1
ENSG00000013364,0.257796834386084,0.299668411224067,-0.0418715768379824,0.355489463187277,0.281182847566039,0.879531726238315,0.26944065370114,0.382104330545079,0.443312928011987,1,1,1
ENSG00000013374,0.537136988195456,-0.179032721412253,0.716169709607709,0.204457471033096,0.669130423276324,0.094189261909797,0.196176597680932,0.559381454136509,0.111155959568306,1,1,1
ENSG00000013375,0.266448253240896,-0.179058938160152,0.445507191401048,0.480530337899916,0.585003946905684,0.214304309088939,0.32283061566736,0.52832732939727,0.190546989426128,1,1,1
ENSG00000013503,0.381568411688618,0.23799274713467,0.143575664553948,0.456236119554774,0.593900800578179,0.765394669676734,0.315443109875475,0.530839558668316,0.410457598087033,1,1,1
ENSG00000014123,0.12894748306251,-0.283501437470428,0.412448920532938,0.592301867918395,0.24125128031521,0.0928618765835669,0.361969280561935,0.3562136606697,0.110165827160024,1,1,1
ENSG00000014138,0.965586784918585,0.126684123738028,0.838902661180557,0.00139716016337132,0.641530012629392,0.00432230272063932,0.0113492473302343,0.550293659258065,0.0143564686589511,1,1,1
ENSG00000014216,0.160323280216849,-0.0363376484996335,0.196660928716482,0.504109071159853,0.878933991168101,0.412829740882212,0.33043077422866,0.632445306994282,0.285904149307389,1,1,1
ENSG00000014641,0.223400680439806,0.0588353842108599,0.164565296228947,0.194580842530215,0.729985154191711,0.336912726346665,0.190951222489372,0.582429246754826,0.251237385782934,1,1,1
ENSG00000014919,-0.250445030322237,1.27423832921194,-1.52468335953418,0.343929833625035,3.52689386963997e-05,2.16600632845602e-06,0.264687575166748,0.00170089666082365,9.1193374547643e-05,1,0.115893732556369,0.00711749679530647
ENSG00000015133,0.222762897064892,-0.453484608947078,0.67624750601197,0.345589818082826,0.0550673190421122,0.00619977833170464,0.26476883858223,0.171951979544357,0.0184573717150645,1,1,1
ENSG00000015475,0.65508203468712,-0.834331582271992,1.48941361695911,0.116483155083865,0.060959896911394,0.00121811422069828,0.141412078348018,0.179992718342647,0.0062214764802148,1,1,1
ENSG00000015479,0.749979774298048,-0.598616037913948,1.348595812212,0.00306387620005786,0.0334612434816622,8.65502896441631e-06,0.0169772527869674,0.128982779770507,0.000228381111256726,1,1,0.028440425177072
ENSG00000015676,-0.522121795013962,-0.276914015079672,-0.245207779934291,0.0281201471740361,0.220519222457573,0.282182910443403,0.06136238371811,0.345606462926796,0.227442227884131,1,1,1
ENSG00000018510,0.582915442875352,-0.374535599045867,0.957451041921219,0.0354172045936047,0.161217079926634,0.000991984895438465,0.0702738128135145,0.29573796245191,0.00540311630306778,1,1,1
ENSG00000018699,0.392774003261442,0.122271699376951,0.270502303884491,0.138733064095363,0.617840717910681,0.289306622310981,0.155691001779932,0.540987686839824,0.23017119743609,1,1,1
ENSG00000019582,-0.726117568072325,-0.583593586672529,-0.142523981399796,0.0336311961148818,0.0837790725707593,0.665453133578122,0.0678531801841301,0.2119074921156,0.382519406486135,1,1,1
ENSG00000020129,0.229237872855951,-0.164504545538503,0.393742418394454,0.497402639298808,0.611812432788665,0.238502411753486,0.328673149396326,0.537855143520659,0.203949224061126,1,1,1
ENSG00000020633,0.540341566285165,0.0340263274928534,0.506315238792311,0.173656195768736,0.927360716239957,0.191827032139851,0.178548117888213,0.645734955434454,0.176609775552302,1,1,1
ENSG00000020922,0.824302735368159,0.172012516872591,0.652290218495568,0.0267107133250583,0.62749838997345,0.0739413812259222,0.0592874189595133,0.54537110540467,0.0948761800917526,1,1,1
ENSG00000021355,-0.150582397749563,-0.820926277549565,0.670343879800001,0.851304826505319,0.281810130204447,0.393192499844185,0.434190302535047,0.382477760668219,0.278411925493783,1,1,1
ENSG00000021776,0.328608351238304,-0.00467306947361415,0.333281420711918,0.156011377357742,0.983281485037771,0.146337304191595,0.167279211793759,0.655604062777701,0.149482549458153,1,1,1
ENSG00000023191,-0.342674276476022,0.421071486734939,-0.763745763210961,0.276665391020025,0.184483439311835,0.0195081539725947,0.233297421028406,0.320291508336558,0.0397766410111774,1,1,1
ENSG00000023228,0.897880678023611,0.414526474375105,0.483354203648506,0.000202334947588414,0.0582405480843728,0.0295538377549648,0.00406342016277477,0.176436002901764,0.0521976065319616,0.66487263777553,1,1
ENSG00000023318,-0.54619579258922,-0.444733074218099,-0.101462718371121,0.0443064582767029,0.0953363757392944,0.69838344553244,0.0800254463074726,0.224158384538976,0.392328047030446,1,1,1
ENSG00000023697,0.0942095495586843,0.104800273600481,-0.0105907240417969,0.746424324071378,0.716741070184074,0.970850515896917,0.408495196285914,0.577535774028727,0.467484522347631,1,1,1
ENSG00000023734,0.823958713562824,-0.490794079074121,1.31475279263695,0.00154068571346633,0.0467297241300439,4.65617527478353e-06,0.011603822277182,0.156667597041962,0.00015768006064327,1,1,0.0153001919529387
ENSG00000023892,-0.295988900572492,0.362913433179387,-0.658902333751879,0.219053890602754,0.127731356925968,0.00841368664950181,0.204685711758569,0.264842484207122,0.0225587738683061,1,1,1
ENSG00000023909,-0.871517147447436,-0.603189493622398,-0.268327653825037,0.0073878977749907,0.0216496936962863,0.346135957559871,0.0277987961332781,0.0997536740523191,0.256031641228183,1,1,1
ENSG00000024048,0.045294739034082,-0.0779942860837693,0.123289025117851,0.84637304073676,0.735564087582121,0.596345876845317,0.433241567622185,0.584944999926921,0.357678227878291,1,1,1
ENSG00000025708,-0.756026213483169,0.528344361580394,-1.28437057506356,0.266482922248552,0.558235402684609,0.120514175652984,0.228348889934028,0.518952636989457,0.130916465832856,1,1,1
ENSG00000025796,0.44975557657853,0.685801058976304,-0.236045482397774,0.103057298655789,0.0112452107698455,0.37312505228399,0.131880533961846,0.0691025873474574,0.269918951792298,1,1,1
ENSG00000025800,1.11018199645604,-0.839599136473905,1.94978113292995,0.000970344049027249,0.00691990924615458,2.72742016248802e-07,0.00960463759392657,0.0540198848355783,1.84726627002151e-05,1,1,0.000896230265393564
ENSG00000026025,0.467170204567909,0.899413028609884,-0.432242824041975,0.736842330155893,0.519901745128228,0.756170744875742,0.406116282032368,0.502385021459398,0.407593564257145,1,1,1
ENSG00000026103,0.147931792879703,-0.23958463982169,0.387516432701393,0.697046698365242,0.527700617067142,0.310469652035791,0.393263295409128,0.504968280185361,0.240737922205459,1,1,1
ENSG00000026297,-1.06832982665572,-1.7019726639089,0.633642837253183,0.087694214875838,0.00926128229616236,0.306359399072245,0.119036170648071,0.0622252501352974,0.238528182050071,1,1,1
ENSG00000026508,-0.52067918797661,-0.802910570129512,0.282231382152902,0.209735267202942,0.0560494726271314,0.491476058718955,0.199390995998368,0.173239446835574,0.316106566636499,1,1,1
ENSG00000027001,0.749779438948856,0.812246667478484,-0.0624672285296275,0.0939981948326162,0.0522971700867529,0.882430656409865,0.124542291383694,0.165928175677989,0.443715360864676,1,1,1
ENSG00000028116,0.283686528293725,-0.237321383499821,0.521007911793546,0.416670323933524,0.508257569644233,0.146447641114196,0.297774140877923,0.498133857958883,0.149497226897036,1,1,1
ENSG00000028528,0.290088405133507,0.0812571006980527,0.208831304435454,0.192972308006301,0.707532386644723,0.341806463811163,0.190054088454975,0.574440982670393,0.253672344262656,1,1,1
ENSG00000029363,0.788596235517664,1.08922940841605,-0.300633172898388,0.000867834025674624,1.11411402549678e-05,0.163780694633768,0.00922971613454425,0.000755575234101079,0.1606636023306,1,0.0366097868778241,1
ENSG00000029725,0.121283544590873,-0.294252770417664,0.415536315008536,0.602234040686935,0.237664044841077,0.0903705871528637,0.365417048463297,0.355707918373499,0.108290171455158,1,1,1
ENSG00000029993,1.09466058469539,1.07065975066756,0.0240008340278328,0.0069428025945125,0.00670993536163036,0.949139442062528,0.0269295477037806,0.0532101966792714,0.460464985875836,1,1,1
ENSG00000030066,0.875462404638207,-0.40780063706698,1.28326304170519,0.0511589874359786,0.348822258571051,0.005546982076812,0.0870489094162625,0.425765516500773,0.0168768772355701,1,1,1
ENSG00000031698,0.187779709066465,-0.000501446307871534,0.188281155374336,0.436117914024739,0.998317406449382,0.4328993009623,0.305619135653799,0.659525088217889,0.29374843349118,1,1,1
ENSG00000031823,-0.313057261335681,-0.139462480638252,-0.173594780697429,0.0667346322656759,0.395767002314565,0.296095656633471,0.102615824492474,0.446640754308479,0.234256478494606,1,1,1
ENSG00000032389,-0.100059478914611,-0.235175543930322,0.135116065015711,0.601625752156424,0.213075064989325,0.476257703733911,0.365190777751838,0.342275120233361,0.309771733149905,1,1,1
ENSG00000032444,-0.258809204606149,-0.19422802500497,-0.0645811796011795,0.283853216600208,0.406419747046244,0.78445896002343,0.236843683654855,0.452444813150081,0.416216666166744,1,1,1
ENSG00000033030,-0.358026296838312,0.029376112473555,-0.387402409311867,0.248534679645158,0.924190005774659,0.214006979275539,0.219967903002876,0.645117163889333,0.190493728236401,1,1,1
ENSG00000033050,0.326864125743277,0.21368762552396,0.113176500219317,0.329587120183346,0.530824853862019,0.736695006455983,0.259046254261609,0.505623894713497,0.402603047362756,1,1,1
ENSG00000033178,1.10166372871243,0.831513645240947,0.270150083471487,0.00014062553898217,0.00343176228262447,0.302834025176424,0.0038048919668795,0.0350501255511514,0.236633215599645,0.462095521095411,1,1
ENSG00000033867,0.933158061038752,0.136344933557257,0.796813127481495,0.00245072906158887,0.624448090570827,0.00768812472991554,0.0149697937817488,0.543808955243308,0.021234723299768,1,1,1
ENSG00000034063,0.740702559635036,0.55930267355271,0.181399886082326,0.121597474622482,0.229769698681367,0.696583875982409,0.144345484102337,0.349435346169829,0.391740919258333,1,1,1
ENSG00000034152,-0.13530387891743,0.367310188672857,-0.502614067590287,0.472904326383723,0.0513322207378043,0.0102619517031213,0.321221435528584,0.164065901800499,0.0255201516310779,1,1,1
ENSG00000034713,-0.0178908234053926,-0.336702962434132,0.318812139028739,0.937246151267254,0.144376749349927,0.166744689380975,0.45432615399226,0.279031671165206,0.161939553223729,1,1,1
ENSG00000035141,-0.687700824614196,-3.44153699462678,2.75383617001258,0.10870201525779,0.000404612640301695,0.000926048403521576,0.135354839072361,0.00889543525219723,0.00517052656474001,1,1,1
ENSG00000035403,0.550724036928035,0.364574069091988,0.186149967836047,0.580725793716747,0.695430104034076,0.846915487469509,0.358224666276557,0.569086152432059,0.434107632048435,1,1,1
ENSG00000035681,0.686566401035562,-0.589003673479019,1.27557007451458,0.0249398153740068,0.057630750306452,0.000150760898065635,0.0569872491297424,0.176175970510812,0.00163610727272734,1,1,0.495400311043678
ENSG00000035687,0.0898123142036842,-0.0974158372364054,0.18722815144009,0.763353932497785,0.73455166640219,0.52380787834104,0.412665615797267,0.584568301062317,0.329687220055279,1,1,1
ENSG00000035720,-0.650844990596247,-1.44242999384534,0.791585003249097,0.395628011773599,0.0612964534430984,0.298853695521736,0.28784376614264,0.180365236465443,0.235401457979285,1,1,1
ENSG00000035928,0.603481067501419,-0.421163767340647,1.02464483484207,0.0458942448589964,0.156342327404152,0.00132533244272077,0.0815639440756696,0.291345748145149,0.00645178877375333,1,1,1
ENSG00000036257,0.642144861248755,-0.0223660055794125,0.664510866828168,0.0028519946039572,0.910783575169671,0.00212383128748753,0.01648601120671,0.640912691717716,0.00894177175437492,1,1,1
ENSG00000037241,-3.03721295418919,0.310606380955432,-3.34781933514462,0.000234324751833384,0.374586901812545,9.46172057406436e-06,0.00417588096636521,0.435532918196461,0.000239567621852496,0.7699911345245,1,0.0310912138063755
ENSG00000037474,0.340817777565819,0.0913150317003776,0.249502745865441,0.104678836809493,0.657909282835341,0.230673428826632,0.133123059718889,0.555951058002062,0.200154105245843,1,1,1
ENSG00000037757,-0.329195314411795,0.443309472827737,-0.772504787239533,0.264508451624062,0.117178451846502,0.0103209223413222,0.227533444618653,0.250541552782569,0.0255201516310779,1,1,1
ENSG00000037897,0.347096695829311,0.663023480947807,-0.315926785118496,0.345043507579744,0.050358409438981,0.367132298290989,0.26476883858223,0.163115507990078,0.266363457857673,1,1,1
ENSG00000038002,0.619914831652483,0.524844946036361,0.0950698856161225,0.0477768575211208,0.0482205762096963,0.737064849485679,0.0837768949626675,0.158691712387851,0.402603047362756,1,1,1
ENSG00000038274,-0.085045872068051,-0.373158804771514,0.288112932703463,0.624102208694689,0.0457232390672507,0.111085214076485,0.37344039726308,0.154802157837747,0.124022755996282,1,1,1
ENSG00000038358,0.153596874166163,0.202772554525959,-0.0491756803597962,0.365850890303299,0.231636563799648,0.770046755718363,0.274478173654895,0.351044478861919,0.411584882684709,1,1,1
ENSG00000039123,0.671673618846315,0.405191218119195,0.26648240072712,0.0164033897057838,0.131549284183279,0.318854787306315,0.0454453012882309,0.267310050333265,0.243602087614776,1,1,1
ENSG00000039523,-0.394338857849262,0.338940775722506,-0.733279633571768,0.306995450203296,0.372843338079631,0.0611533468765144,0.247431756838634,0.434788516962375,0.0833449499070409,1,1,1
ENSG00000039650,-0.16099288184854,0.494628765175994,-0.655621647024534,0.488794189508435,0.0193454222744711,0.0049767749399335,0.325759651837069,0.0923749833680033,0.015789624392717,1,1,1
ENSG00000041357,0.110715640508449,0.159745171939947,-0.0490295314314975,0.640455858048144,0.501228468577699,0.835906616140185,0.377340234388748,0.495112309741214,0.431085189429415,1,1,1
ENSG00000042429,-0.0991762789032729,0.100778731030267,-0.199955009933539,0.672308614161233,0.651463646889513,0.384799776775386,0.385901852717167,0.552892836433192,0.27547437732209,1,1,1
ENSG00000042753,-0.067109696358549,-0.317420212227434,0.250310515868885,0.723562327766728,0.104320173588325,0.19474925653286,0.401794307018754,0.23412073458568,0.178386808772539,1,1,1
ENSG00000043093,2.94876163743036,2.05729481184078,0.891466825589576,0.00150578765603601,0.0190632643215672,0.295998747030733,0.0115185473099799,0.092084096264538,0.234256478494606,1,1,1
ENSG00000044446,0.848514593859596,0.698974446980753,0.149540146878843,0.0100277362877893,0.0192236863169896,0.617938529992555,0.0336028525856774,0.0923749833680033,0.365973714234049,1,1,1
ENSG00000044574,0.131981554073122,0.0623205967118844,0.0696609573612374,0.725023504721705,0.866548941984011,0.851819871114385,0.402461653904751,0.628937247778467,0.435504352818492,1,1,1
ENSG00000047230,0.389129893308267,-0.0874284590328827,0.476558352341149,0.175180875596494,0.787798798839071,0.126447358984742,0.17975837566828,0.605653838798973,0.135008079907096,1,1,1
ENSG00000047249,-0.116905236071409,-0.140308514059591,0.023403277988182,0.542931672131311,0.464878250492048,0.902668125754552,0.344062506009858,0.478491540273804,0.449538252049149,1,1,1
ENSG00000047315,0.53518121691513,-0.231344454521763,0.766525671436892,0.0093335414531169,0.237842808857308,0.000392359042271668,0.0319670449808182,0.355730140443722,0.00313439946175629,1,1,1
ENSG00000047410,0.678545483910045,0.284772291616601,0.393773192293444,0.0103399016485799,0.258017470237696,0.122158227399391,0.0340603992371027,0.366457664738208,0.131692233920619,1,1,1
